azon;szoto;szofaj;gyakori
3103;mennyi;fn;128147
3104;mennyiség;fn;74833
3105;mennyiségi;mn;11314
3106;mennyiségű;mn;25709
3107;mer;ige;40652
3108;mér;ige;45544
3109;mérés;fn;49940
3110;méret;fn;62604
3111;méretű;mn;31270
3112;merev;mn;13042
3113;mérhető;mn;11206
3114;merít;ige;11394
3115;mérkőzés;fn;32394
3116;mérleg;fn;27237
3117;mérlegel;ige;11059
3118;mérnök;fn;17214
3119;mérsékelt;mn;13046
3120;mért;mn;20492
3121;mérték;fn;182073
3122;mértékű;mn;32403
3123;merül;ige;33995
3124;mese;fn;30656
3125;mesél;ige;36057
3126;mester;fn;40727
3127;mesterség;fn;10028
3128;mesterséges;mn;22178
3129;messze;hsz;37932
3130;méter;fn;56007
3131;méteres;mn;13324
3132;metró;fn;13664
3133;mező;fn;43208
3134;mezőgazdaság;fn;30195
3135;mezőgazdasági;mn;62248
3136;mi;fn;1719152
3137;microsoft;fn;11711
3138;micsoda;fn;15955
3139;miért;hsz;249710
3140;mihály;fn;41743
3141;miként;hsz;48754
3142;miklós;fn;56805
3143;mikor;hsz;173460
3144;miközben;hsz;78814
3145;millennium;fn;14938
3146;milliárdos;mn;10159
3147;milliós;mn;11900
3148;milyen;fn;339140
3149;mind;fn;34357
3150;mind;hsz;13671
3151;mindannyian;hsz;19125
3152;mindaz;fn;68746
3153;mindegyik;mn;56758
3154;minden;fn;1400245
3155;mindenekelőtt;hsz;22059
3156;mindenesetre;hsz;25498
3157;mindenféle;fn;43839
3158;mindenhol;hsz;15999
3159;mindenképpen;hsz;50920
3160;mindenki;fn;308483
3161;mindenkori;mn;22179
3162;mindennap;fn;15049
3163;mindennapi;mn;36306
3164;mindez;fn;165489
3165;mindig;hsz;396364
3166;mindjárt;hsz;23632
3167;mindketten;hsz;14330
3168;mindössze;hsz;49175
3169;minek;hsz;16962
3170;minél;hsz;113301
3171;minimálbér;fn;12456
3172;minimális;mn;34606
3173;minimum;hsz;18094
3174;miniszter;fn;112335
3175;miniszterelnök;fn;57252
3176;miniszterelnöki;mn;16752
3177;miniszteri;mn;14812
3178;minisztérium;fn;122816
3179;minőség;fn;83848
3180;minőségbiztosítás;fn;15333
3181;minőségi;mn;43052
3182;minőségű;mn;28524
3183;minősít;ige;26630
3184;minősítés;fn;35607
3185;minősített;mn;17834
3186;minősül;ige;38054
3187;mint;hsz;43011
3188;minta;fn;52266
3189;mintegy;hsz;132488
3190;mióta;hsz;10371
3191;miskolc;fn;21792
3192;misszió;fn;13969
3193;mobil;mn;13405
3194;mobiltelefon;fn;13145
3195;mód;fn;369044
3196;modell;fn;65382
3197;moderál;ige;16657
3198;moderátor;fn;121478
3199;modern;mn;67456
3200;módosít;ige;110728
3201;módosítás;fn;122199
3202;módosított;mn;24089
3203;módosul;ige;15628
3204;módszer;fn;160008
3205;módszertani;mn;15885
3206;modul;fn;24228
3207;mol;fn;11070
3208;molnár;fn;17703
3209;mond;ige;853976
3210;mondanivaló;fn;13075
3211;mondat;fn;59284
3212;mondható;mn;19091
3213;monitor;fn;15314
3214;morális;mn;11728
3215;mos;ige;16458
3216;mosoly;fn;17713
3217;mosolyog;ige;22487
3218;most;hsz;609441
3219;mostanában;hsz;18764
3220;mostani;mn;38525
3221;mostantól;hsz;12039
3222;motivál;ige;11488
3223;motívum;fn;13159
3224;motor;fn;41172
3225;mozdul;ige;12801
3226;mozdulat;fn;24505
3227;mózes;fn;10385
3228;mozgalom;fn;41067
3229;mozgás;fn;59164
3230;mozgat;ige;13531
3231;mozgó;mn;10212
3232;mozi;fn;22441
3233;mozog;ige;33724
3234;mozzanat;fn;10941
3235;mta;fn;10661
3236;múl;ige;14014
3237;mulasztás;fn;11951
3238;múlik;ige;24917
3239;múlt;fn;69394
3240;múlt;mn;50333
3241;multimédia;fn;12809
3242;munka;fn;570479
3243;munkaadó;fn;17039
3244;munkacsoport;fn;16533
3245;munkaerő;fn;20281
3246;munkaerőpiac;fn;16829
3247;munkahely;fn;74805
3248;munkaidő;fn;19196
3249;munkakör;fn;30253
3250;munkálat;fn;21637
3251;munkáltató;fn;56549
3252;munkanap;fn;23950
3253;munkanélküli;fn;27835
3254;munkanélküliség;fn;21112
3255;munkás;fn;27213
3256;munkásság;fn;18979
3257;munkatárs;fn;93885
3258;munkaügyi;mn;33024
3259;munkavállaló;fn;69045
3260;munkavédelem;fn;10269
3261;munkavégzés;fn;27642
3262;munkaviszony;fn;21492
3263;mutat;ige;245571
3264;mutatkozik;ige;33183
3265;mutató;fn;41591
3266;múzeum;fn;62917
3267;mű;fn;137037
3268;műanyag;fn;24535
3269;műemlék;fn;16770
3270;műfaj;fn;27625
3271;műhely;fn;26757
3272;működés;fn;155886
3273;működési;mn;52204
3274;működik;ige;263541
3275;működőképes;mn;10639
3276;működtet;ige;34884
3277;működtetés;fn;36721
3278;műsor;fn;76473
3279;műsorvezető;fn;10557
3280;műszaki;mn;96369
3281;műszer;fn;14853
3282;műtét;fn;17597
3283;művel;ige;13554
3284;művelés;fn;10153
3285;művelet;fn;28970
3286;művelődési;mn;31882
3287;műveltség;fn;19084
3288;művész;fn;47148
3289;művészet;fn;54960
3290;művészeti;mn;37363
3291;művészi;mn;22448
3292;nadrág;fn;13884
3293;nagy;fn;14382
3294;nagy;mn;1253129
3295;nagyban;hsz;11618
3296;nagyjából;hsz;21496
3297;nagymama;fn;10220
3298;nagymértékben;hsz;14734
3299;nagyon;hsz;637269
3300;nagyrészt;hsz;10756
3301;nagyság;fn;33691
3302;nagyságrend;fn;16336
3303;nagyságú;mn;11121
3304;nagyszerű;mn;26380
3305;nagyváros;fn;12501
3306;nap;fn;776382
3307;nap;hsz;19915
3308;napi;mn;77092
3309;napilap;fn;15250
3310;napirend;fn;37512
3311;napirendi;mn;12737
3312;napló;fn;20178
3313;naponta;hsz;39331
3314;napos;mn;28003
3315;nappali;mn;30382
3316;napvilág;fn;12334
3317;nato;fn;13515
3318;ne;hsz;472855
3319;nedves;mn;12286
3320;negatív;mn;42406
3321;negyedév;fn;21535
3322;négyzetméter;fn;17561
3323;néha;hsz;81262
3324;néhány;fn;337915
3325;nehéz;mn;215085
3326;nehezít;ige;11090
3327;nehézség;fn;48641
3328;nélkülözhetetlen;mn;21219
3329;nem;fn;28048
3330;nem;hsz;6787481
3331;néma;mn;13109
3332;nemcsak;hsz;14750
3333;némely;mn;10841
3334;nemes;mn;25428
3335;német;fn;18857
3336;német;mn;113578
3337;németh;fn;28632
3338;németország;fn;37047
3339;nemi;mn;22239
3340;némi;fn;44623
3341;nemigen;hsz;13116
3342;némileg;hsz;12132
3343;nemkívánt;mn;11738
3344;nemrég;hsz;19582
3345;nemrégiben;hsz;12749
3346;nemsokára;hsz;12647
3347;nemzedék;fn;23586
3348;nemzet;fn;81323
3349;nemzeti;mn;215222
3350;nemzetiség;fn;11348
3351;nemzetiségi;mn;17146
3352;nemzetközi;mn;220383
3353;néni;fn;21607
3354;nép;fn;131341
3355;népesség;fn;25584
3356;népi;mn;25015
3357;népszabadság;fn;21872
3358;népszavazás;fn;19126
3359;népszerű;mn;34751
3360;népszerűség;fn;13606
3361;net;fn;10570
3362;netán;hsz;14272
3363;nettó;mn;21122
3364;név;fn;425941
3365;nevel;ige;26069
3366;nevelés;fn;55490
3367;nevelési;mn;19856
3368;neves;mn;16312
3369;nevet;ige;20901
3370;nevez;ige;131463
3371;nevezés;fn;13933
3372;nevezetesen;hsz;11926
3373;nevezett;mn;18898
3374;névnap;fn;19257
3375;névtelen;mn;43992
3376;nevű;mn;44288
3377;néz;ige;252950
3378;nézet;fn;28509
3379;néző;fn;37888
3380;nincs;ige;623587
3381;norma;fn;25754
3382;normál;mn;16141
3383;normális;mn;32177
3384;normatív;mn;11319
3385;novella;fn;10988
3386;november;fn;78222
3387;nő;fn;203409
3388;nő;ige;95337
3389;női;mn;44457
3390;növekedés;fn;92750
3391;növekedési;mn;10460
3392;növekedik;ige;32287
3393;növekszik;ige;19400
3394;növekvő;mn;26677
3395;növel;ige;77001
3396;növelés;fn;35384
3397;növény;fn;64268
3398;növényi;mn;11372
3399;nővér;fn;19201
3400;nukleáris;mn;10628
3401;nyak;fn;28018
3402;nyár;fn;69259
3403;nyári;mn;47174
3404;nyelv;fn;223640
3405;nyelvi;mn;44935
3406;nyelvtani;mn;20900
3407;nyelvtudás;fn;11145
3408;nyelvű;mn;40422
3409;nyelvvizsga;fn;29857
3410;nyer;ige;104940
3411;nyereség;fn;15306
3412;nyers;mn;13453
3413;nyertes;fn;16122
3414;nyertes;mn;13344
3415;nyilatkozat;fn;72405
3416;nyilatkozik;ige;49071
3417;nyílik;ige;58625
3418;nyílt;mn;59307
3419;nyilván;hsz;41821
3420;nyilvánít;ige;20238
3421;nyilvános;mn;57473
3422;nyilvánosság;fn;55562
3423;nyilvántartás;fn;58586
3424;nyilvánvaló;mn;55692
3425;nyíregyháza;fn;11739
3426;nyit;ige;110579
3427;nyitott;mn;39667
3428;nyom;ige;28526
3429;nyom;fn;54059
3430;nyomás;fn;29011
3431;nyomozás;fn;17147
3432;nyomtatás;fn;14162
3433;nyomtatott;mn;20786
3434;nyomtatvány;fn;11998
3435;nyugalom;fn;25743
3436;nyugat;fn;25482
3437;nyugati;mn;50224
3438;nyugdíj;fn;32936
3439;nyugdíjas;mn;20451
3440;nyugodt;mn;61633
3441;nyugszik;ige;12094
3442;nyújt;ige;201537
3443;nyújtás;fn;10082
3444;nyújtott;mn;26292
3445;nyúl;fn;11737
3446;nyúl;ige;21485
3447;o;fn;15376
3448;objektív;mn;16798
3449;objektum;fn;17503
3450;oda;hsz;42450
3451;odafigyel;ige;16088
3452;ok;fn;271803
3453;okirat;fn;27375
3454;oklevél;fn;25875
3455;okmány;fn;16460
3456;okos;mn;25723
3457;okoz;ige;179454
3458;okozott;mn;10929
3459;oktat;ige;15963
3460;oktatás;fn;135108
3461;oktatási;mn;122016
3462;oktató;fn;33913
3463;oktatói;mn;10298
3464;október;fn;143028
3465;olaj;fn;28951
3466;olasz;mn;33789
3467;olaszország;fn;15582
3468;olcsó;mn;52579
3469;old;ige;40429
3470;oldal;fn;487728
3471;oldali;mn;15688
3472;olimpia;fn;12639
3473;olimpiai;mn;14675
3474;oltalom;fn;13431
3475;oltár;fn;11206
3476;olvas;ige;171721
3477;olvasás;fn;33335
3478;olvasható;mn;60602
3479;olvasó;fn;86582
3480;oly;hsz;38701
3481;oly;mn;37959
3482;olyan;hsz;118661
3483;olyan;mn;941533
3484;olykor;hsz;26967
3485;onnan;hsz;32767
3486;opció;fn;23527
3487;operációs;mn;11528
3488;operatív;mn;10001
3489;optimális;mn;18862
3490;óra;fn;356603
3491;órás;mn;22471
3492;óraszám;fn;11115
3493;orbán;fn;41996
3494;óriási;mn;47899
3495;orosz;mn;44420
3496;orosz;fn;10153
3497;oroszország;fn;14971
3498;orr;fn;23223
3499;ország;fn;455688
3500;országos;mn;214615
3501;országgyűlés;fn;54926
3502;országgyűlési;mn;47078
3503;orvos;fn;102791
3504;orvosi;mn;53881
3505;oszlop;fn;21441
3506;oszt;ige;50159
3507;osztály;fn;131650
3508;osztályfőnök;fn;10914
3509;osztrák;mn;26355
3510;ott;hsz;372102
3511;ottani;mn;12944
3512;otthon;fn;67572
3513;otthon;hsz;63222
3514;otthoni;mn;16000
3515;óv;ige;11922
3516;óvatos;mn;22644
3517;óvoda;fn;44713
3518;ő;fn;2382948
3519;ők;fn;1077398
3520;ökológia;fn;16750
3521;öl;ige;15507
3522;ölel;ige;10429
3523;ölt;ige;15921
3524;ön;fn;263103
3525;önálló;mn;110572
3526;önállóság;fn;11541
3527;önéletrajz;fn;10696
3528;öngyilkosság;fn;10132
3529;önként;hsz;10364
3530;önkéntes;mn;27875
3531;önkormányzat;fn;292314
3532;önkormányzati;mn;99753
3533;önmaga;fn;128311
3534;önt;ige;22946
3535;őr;fn;13868
3536;ördög;fn;17647
3537;öreg;fn;22596
3538;öreg;mn;34203
3539;őriz;ige;46538
3540;örök;mn;37550
3541;örökké;hsz;11346
3542;örökre;hsz;10581
3543;örökség;fn;29249
3544;öröm;fn;109515
3545;örül;ige;68068
3546;ős;fn;15758
3547;ősi;mn;26897
3548;ősz;fn;31297
3549;őszi;mn;22901
3550;őszinte;mn;39369
3551;összeállít;ige;10077
3552;összeállítás;fn;24534
3553;összefogás;fn;21839
3554;összefoglal;ige;13180
3555;összefoglaló;mn;10378
3556;összefüggés;fn;74306
3557;összefüggő;mn;36087
3558;összeg;fn;215789
3559;összegez;ige;14927
3560;összegzés;fn;12244
3561;összegyűjt;ige;11804
3562;összehangol;ige;21013
3563;összehasonlít;ige;10727
3564;összehasonlítás;fn;17892
3565;összejövetel;fn;12123
3566;ősszel;hsz;12801
3567;összes;mn;147480
3568;összesen;hsz;72395
3569;összesít;ige;13012
3570;összesség;fn;30048
3571;összeszed;ige;10597
3572;összetétel;fn;25551
3573;összetett;mn;23444
3574;összetevő;fn;13673
3575;összhang;fn;43200
3576;ösztön;fn;17556
3577;ösztöndíj;fn;30455
3578;ösztönöz;ige;20502
3579;ösztönzés;fn;10361
3580;ötlet;fn;84021
3581;öv;fn;11908
3582;övez;ige;10083
3583;övezet;fn;19320
3584;páciens;fn;10872
3585;pad;fn;14227
3586;padló;fn;10917
3587;pál;fn;70552
3588;palota;fn;19070
3589;pálya;fn;79868
3590;pályaudvar;fn;12208
3591;pályázat;fn;241962
3592;pályázati;mn;77658
3593;pályázik;ige;36030
3594;pályázó;fn;57547
3595;panasz;fn;41010
3596;panaszkodik;ige;12881
3597;panaszos;mn;12685
3598;pap;fn;46034
3599;pápa;fn;33139
3600;pápai;mn;10253
3601;papír;fn;48036
3602;pár;fn;31064
3603;paradicsom;fn;14935
3604;paraméter;fn;21898
3605;parancs;fn;33844
3606;parancsnok;fn;15795
3607;parancsol;ige;11372
3608;paraszt;fn;12716
3609;páratlan;mn;11022
3610;párbeszéd;fn;24106
3611;párhuzamos;mn;40031
3612;párizs;fn;15630
3613;park;fn;54932
3614;parkol;ige;10453
3615;parkoló;fn;13099
3616;parlament;fn;65918
3617;parlamenti;mn;40026
3618;part;fn;47295
3619;párt;fn;150478
3620;partner;fn;114379
3621;passzív;mn;14475
3622;pásztor;fn;11787
3623;patak;fn;16268
3624;pécs;fn;15916
3625;pécsi;mn;24358
3626;pedagógiai;mn;46179
3627;pedagógus;fn;66717
3628;példa;fn;129971
3629;példány;fn;44467
3630;például;hsz;337915
3631;péntek;fn;47201
3632;pénz;fn;196389
3633;pénzintézet;fn;11950
3634;pénztár;fn;26317
3635;pénzügyi;mn;110511
3636;pénzügyminiszter;fn;13376
3637;pénzügyminisztérium;fn;10408
3638;per;fn;29083
3639;perc;fn;153869
3640;perces;mn;12395
3641;periódus;fn;10126
3642;pest;fn;34431
3643;pesti;mn;24105
3644;péter;fn;130550
3645;petőfi;fn;22630
3646;piac;fn;116426
3647;piacgazdaság;fn;10341
3648;piaci;mn;58579
3649;pici;mn;17326
3650;pihen;ige;16225
3651;pihenés;fn;13766
3652;pillanat;fn;113271
3653;pillantás;fn;12233
3654;pince;fn;15294
3655;piros;mn;31485
3656;plakát;fn;11190
3657;plébánia;fn;11112
3658;plusz;mn;17696
3659;pohár;fn;22406
3660;pokol;fn;13290
3661;polc;fn;10489
3662;polgár;fn;55449
3663;polgári;mn;81935
3664;polgármester;fn;110469
3665;politika;fn;92228
3666;politikai;mn;214490
3667;politikus;fn;62652
3668;pont;fn;342476
3669;pont;hsz;22217
3670;pontos;mn;129091
3671;pontosan;hsz;90284
3672;pontosít;ige;19071
3673;pontosság;fn;13534
3674;pontszám;fn;14898
3675;por;fn;21667
3676;portál;fn;21223
3677;posta;fn;25084
3678;postafiók;fn;14167
3679;postai;mn;20882
3680;poszt;fn;13512
3681;potenciális;mn;14801
3682;pótlás;fn;13689
3683;pótlék;fn;16182
3684;pótol;ige;23717
3685;pozíció;fn;38983
3686;pozitív;mn;129063
3687;praktikus;mn;11391
3688;prioritás;fn;17074
3689;privát;mn;40086
3690;privatizáció;fn;25452
3691;próba;fn;24738
3692;próbál;ige;139718
3693;próbálkozás;fn;11360
3694;próbálkozik;ige;21026
3695;probléma;fn;304619
3696;produkál;ige;13442
3697;produkció;fn;20273
3698;professzor;fn;29913
3699;próféta;fn;14109
3700;profi;mn;15963
3701;profil;fn;42422
3702;program;fn;472642
3703;programozás;fn;10274
3704;projekt;fn;71088
3705;pszichológia;fn;10455
3706;pszichológiai;mn;13111
3707;pszichológus;fn;14003
3708;publikál;ige;10906
3709;publikus;mn;10754
3710;puha;mn;16793
3711;puszta;mn;16486
3712;pusztán;hsz;32655
3713;pusztulás;fn;12286
3714;püspök;fn;35196
3715;püspöki;mn;10740
3716;ráadás;fn;66873
3717;racionális;mn;12208
3718;radikális;mn;16005
3719;rádió;fn;64761
3720;ráfordítás;fn;12308
3721;ragad;ige;20358
3722;ragaszkodik;ige;22122
3723;rájön;ige;27697
3724;rajt;fn;17641
3725;rajz;fn;27205
3726;rajzol;ige;16362
3727;rak;ige;29106
3728;rák;fn;10034
3729;rákóczi;fn;16063
3730;raktár;fn;14957
3731;rámutat;ige;17042
3732;rang;fn;62752
3733;rangú;mn;10378
3734;reagál;ige;33288
3735;reakció;fn;20208
3736;reális;mn;21232
3737;recept;fn;14294
3738;reform;fn;32497
3739;református;mn;24372
3740;rég;hsz;17012
3741;régebben;hsz;14277
3742;régen;hsz;35177
3743;regény;fn;34554
3744;reggel;fn;17627
3745;reggel;hsz;55779
3746;reggeli;fn;13090
3747;reggeli;mn;12253
3748;régi;mn;151621
3749;régió;fn;86297
3750;regionális;mn;67472
3751;regisztráció;fn;99809
3752;regisztrál;ige;203392
3753;regisztrálás;fn;12692
3754;régóta;hsz;22805
3755;rehabilitáció;fn;18146
3756;rejlik;ige;23553
3757;rejt;ige;24481
3758;rejtett;mn;29580
3759;reklám;fn;32499
3760;rekonstrukció;fn;16373
3761;rekord;fn;11871
3762;rektor;fn;15168
3763;remek;mn;26795
3764;remél;ige;87039
3765;remény;fn;57650
3766;reménykedik;ige;12461
3767;rend;fn;147513
3768;rendel;ige;66124
3769;rendelés;fn;26864
3770;rendelet;fn;149646
3771;rendelkezés;fn;227834
3772;rendelkezik;ige;198024
3773;rendelkező;mn;106291
3774;rendeltetés;fn;15084
3775;rendes;mn;41038
3776;rendez;ige;97158
3777;rendezés;fn;43790
3778;rendezett;mn;27900
3779;rendező;fn;32799
3780;rendezvény;fn;103726
3781;rendkívül;hsz;79488
3782;rendkívüli;mn;44372
3783;rendőr;fn;53349
3784;rendőri;mn;11742
3785;rendőrkapitányság;fn;11100
3786;rendőrség;fn;62326
3787;rendőrségi;mn;12395
3788;rendszer;fn;501477
3789;rendszeres;mn;111973
3790;rendszerint;hsz;20776
3791;rendszerű;mn;10605
3792;rendszerváltás;fn;29900
3793;repül;ige;16371
3794;repülés;fn;13264
3795;repülőgép;fn;13560
3796;repülőtér;fn;13335
3797;rész;fn;759008
3798;részben;hsz;78157
3799;részes;fn;13213
3800;részesedés;fn;18561
3801;részesít;ige;25001
3802;részesül;ige;47259
3803;részleg;fn;12237
3804;részleges;mn;16290
3805;részlet;fn;95194
3806;részletes;mn;100380
3807;résztvevő;fn;82443
3808;résztvevő;mn;15567
3809;részvény;fn;20514
3810;részvénytársaság;fn;13958
3811;részvétel;fn;101616
3812;réteg;fn;52693
3813;rettenetes;mn;11377
3814;riport;fn;11472
3815;ritka;mn;28474
3816;ritkán;hsz;34534
3817;ritmus;fn;13276
3818;ró;ige;10321
3819;robbanás;fn;10432
3820;róbert;fn;13131
3821;rohan;ige;19038
3822;rokon;fn;21176
3823;rom;fn;12716
3824;roma;fn;28366
3825;roma;mn;35011
3826;római;mn;38840
3827;román;mn;44224
3828;románia;fn;23365
3829;romantikus;mn;11093
3830;romlás;fn;10539
3831;romlik;ige;17833
3832;ront;ige;17634
3833;rossz;fn;13641
3834;rossz;mn;168510
3835;rosszul;hsz;33849
3836;rovat;fn;56712
3837;rózsa;fn;13943
3838;rögtön;hsz;39084
3839;rögzít;ige;64549
3840;rögzített;mn;23835
3841;rövid;mn;181856
3842;rövidesen;hsz;10096
3843;rt;fn;10723
3844;rúg;ige;11603
3845;rugalmas;mn;24561
3846;ruha;fn;53737
3847;saját;fn;461520
3848;sajátos;mn;51356
3849;sajátosság;fn;33786
3850;sajnál;ige;25726
3851;sajnálatos;mn;13103
3852;sajnos;hsz;10020
3853;sajt;fn;11866
3854;sajtó;fn;46559
3855;sajtótájékoztató;fn;26769
3856;sándor;fn;80779
3857;sárga;mn;22349
3858;sark;fn;23688
3859;sarok;fn;12411
3860;sátán;fn;19440
3861;sátánista;fn;21549
3862;sátánizmus;fn;21172
3863;sátor;fn;13898
3864;sáv;fn;21633
3865;se;hsz;151473
3866;seb;fn;16927
3867;sebesség;fn;41625
3868;segély;fn;19260
3869;segít;ige;290991
3870;segítés;fn;15567
3871;segítség;fn;256679
3872;sehol;hsz;20511
3873;sejt;fn;16425
3874;sejt;ige;17923
3875;sem;hsz;1087545
3876;semmiféle;fn;27964
3877;semmiképpen;hsz;13207
3878;sereg;fn;19126
3879;sérelem;fn;18335
3880;sért;ige;25784
3881;sértő;mn;11510
3882;sérül;ige;12345
3883;sérülés;fn;30939
3884;sérült;mn;13197
3885;séta;fn;13905
3886;sétál;ige;17585
3887;siet;ige;20846
3888;sík;fn;14811
3889;siker;fn;102269
3890;sikér;fn;11017
3891;sikeres;mn;106901
3892;sikerül;ige;183642
3893;sima;mn;25092
3894;simon;fn;12024
3895;sincs;ige;65954
3896;sír;fn;21742
3897;sír;ige;25684
3898;site;fn;12285
3899;skála;fn;12600
3900;só;fn;23852
3901;sofőr;fn;10015
3902;sokáig;hsz;39599
3903;sokaság;fn;11829
3904;sokféle;mn;25187
3905;sokkal;hsz;126291
3906;sokoldalú;mn;11631
3907;sokszínű;mn;13561
3908;somogy;fn;10151
3909;sopron;fn;17650
3910;soproni;mn;13971
3911;sor;fn;622251
3912;sorol;ige;52493
3913;soros;mn;12357
3914;sorozat;fn;54194
3915;sorrend;fn;34853
3916;sors;fn;76190
3917;sorszám;fn;14317
3918;sör;fn;20973
3919;sötét;fn;12244
3920;sötét;mn;41280
3921;sötétség;fn;14293
3922;spanyol;mn;15110
3923;spanyolország;fn;10352
3924;speciális;mn;98263
3925;sport;fn;45793
3926;sportág;fn;15432
3927;sportol;ige;10814
3928;sportoló;fn;14536
3929;srác;fn;16726
3930;stabil;mn;18690
3931;stabilitás;fn;13381
3932;statisztika;fn;24975
3933;statisztikai;mn;28661
3934;státusz;fn;12675
3935;stílus;fn;47875
3936;strand;fn;15287
3937;stratégia;fn;51370
3938;stratégiai;mn;28450
3939;stressz;fn;11700
3940;struktúra;fn;34908
3941;strukturális;mn;12285
3942;stúdió;fn;18837
3943;sugall;ige;12226
3944;sugár;fn;12304
3945;sugároz;ige;13865
3946;sugárzás;fn;17407
3947;sújt;ige;13977
3948;súly;fn;47950
3949;súlyos;mn;97234
3950;sürgős;mn;14050
3951;sűrű;mn;25745
3952;süt;ige;21823
3953;sütő;fn;10618
3954;svéd;mn;11872
3955;szab;ige;24452
3956;szabad;ige;68231
3957;szabad;mn;164082
3958;szabadalmi;mn;20083
3959;szabadidő;fn;23985
3960;szabadság;fn;83869
3961;szabadságharc;fn;13436
3962;szabadul;ige;15368
3963;szabály;fn;170376
3964;szabályos;mn;15087
3965;szabályoz;ige;56082
3966;szabályozás;fn;100153
3967;szabályozó;mn;10190
3968;szabálysértés;fn;13417
3969;szabályzat;fn;66235
3970;szabó;fn;43961
3971;szabott;mn;31776
3972;szabvány;fn;27481
3973;szag;fn;10618
3974;száj;fn;42591
3975;szak;fn;78833
3976;szakad;ige;15490
3977;szakasz;fn;92937
3978;szakdolgozat;fn;11626
3979;szakember;fn;118817
3980;szakértő;fn;58458
3981;szakértői;mn;23735
3982;szakirány;fn;30991
3983;szakirodalom;fn;15509
3984;szakít;ige;15160
3985;szakképesítés;fn;16663
3986;szakképzés;fn;29405
3987;szakközépiskola;fn;17065
3988;szakma;fn;65584
3989;szakmai;mn;253441
3990;szakos;mn;12037
3991;szakosztály;fn;11068
3992;szakszerű;mn;17342
3993;szakszervezet;fn;42638
3994;szakszervezeti;mn;16256
3995;szakterület;fn;23856
3996;szál;fn;22998
3997;szalad;ige;11042
3998;száll;ige;38220
3999;szállás;fn;23405
4000;szálláshely;fn;11563
4001;szállít;ige;36722
4002;szállítás;fn;37412
4003;szállítási;mn;17708
4004;szálloda;fn;26395
4005;szám;fn;458007
4006;számít;ige;201648
4007;számítás;fn;38524
4008;számítástechnika;fn;31433
4009;számító;mn;11997
4010;számítógép;fn;121553
4011;számla;fn;66122
4012;számol;ige;89536
4013;számú;mn;93257
4014;számvitel;fn;19313
4015;szán;ige;23778
4016;szándék;fn;79750
4017;szándékos;mn;21556
4018;szándékozik;ige;12579
4019;szánt;mn;23126
4020;száraz;mn;28650
4021;származású;mn;11443
4022;származik;ige;95151
4023;szárny;fn;19531
4024;szavaz;ige;75713
4025;szavazás;fn;157276
4026;szavazat;fn;48487
4027;század;fn;148126
4028;százalék;fn;245568
4029;százalékos;mn;57577
4030;széchenyi;fn;24844
4031;szed;ige;31906
4032;szeged;fn;32563
4033;szegedi;mn;30710
4034;szegény;fn;15404
4035;szegény;mn;54590
4036;szegénység;fn;16428
4037;szék;fn;27041
4038;szekció;fn;13675
4039;székesfehérvár;fn;11379
4040;székhely;fn;30033
4041;szekrény;fn;12775
4042;szektor;fn;26169
4043;szél;fn;74778
4044;széles;mn;97117
4045;széleskörű;mn;11499
4046;szélesség;fn;11366
4047;szelíd;mn;15338
4048;szellem;fn;60246
4049;szellemi;mn;75727
4050;szellemiség;fn;10473
4051;szélsőséges;mn;14376
4052;szem;fn;212191
4053;szembesül;ige;12385
4054;személy;fn;292107
4055;személyes;mn;167965
4056;személygépkocsi;fn;10514
4057;személyi;mn;67208
4058;személyiség;fn;60481
4059;személyzet;fn;12889
4060;szemét;fn;11273
4061;szeminárium;fn;15780
4062;szemle;fn;12113
4063;szemlél;ige;14802
4064;szemlélet;fn;38954
4065;szempont;fn;254872
4066;szent;fn;14097
4067;szent;mn;137040
4068;szentel;ige;20825
4069;szentírás;fn;10980
4070;szentlélek;fn;17712
4071;szentmise;fn;13394
4072;szentség;fn;12540
4073;szenved;ige;49535
4074;szenvedély;fn;15866
4075;szenvedés;fn;28087
4076;szennyez;ige;22554
4077;szép;mn;269227
4078;szépség;fn;33771
4079;szeptember;fn;108426
4080;szer;fn;45327
4081;szerb;mn;13661
4082;szerda;fn;33953
4083;szerel;ige;18949
4084;szerelem;fn;61508
4085;szerelmes;mn;14141
4086;szerelmi;mn;10677
4087;szerencse;fn;32457
4088;szerencsére;hsz;33638
4089;szerencsés;mn;29413
4090;szerencsétlen;mn;14431
4091;szerény;mn;22346
4092;szerep;fn;226731
4093;szerepel;ige;136475
4094;szereplés;fn;10702
4095;szereplő;fn;50125
4096;szereplő;mn;66915
4097;szeret;ige;551142
4098;szeretet;fn;128114
4099;szerez;ige;118588
4100;szerkeszt;ige;51939
4101;szerkesztés;fn;25973
4102;szerkesztő;fn;24328
4103;szerkesztőség;fn;31545
4104;szerkezet;fn;73425
4105;szerkezeti;mn;14216
4106;szerszám;fn;12963
4107;szertartás;fn;18534
4108;szerv;fn;117546
4109;szerver;fn;21431
4110;szerves;mn;22047
4111;szervez;ige;73522
4112;szervezés;fn;50594
4113;szervezet;fn;387176
4114;szervezeti;mn;53568
4115;szervezett;mn;44322
4116;szervező;fn;31725
4117;szerveződik;ige;21053
4118;szerzetes;fn;14558
4119;szerzett;mn;33005
4120;szerző;fn;102726
4121;szerződés;fn;220412
